blue_average_level,blue_total_gold,blue_totalDamageDoneToChampions,blue_totalDamageDone,blue_minionsKilled,blue_timeEnemySpentControlled,blue_jungleMinionsKilled,blue_currentGold,blue_first_blood,blue_champions_killed,red_average_level,red_total_gold,red_totalDamageDoneToChampions,red_totalDamageDone,red_minionsKilled,red_timeEnemySpentControlled,red_jungleMinionsKilled,red_currentGold,red_first_blood,red_champions_killed,blue_win
7.0,16523,14360,135776,170,508456,67,2488,0,7,7.4,20470,20343,159755,245,308146,68,4115,1,11,0
7.0,18694,20474,129653,221,317647,42,2914,0,11,7.2,16592,16511,141036,255,98158,48,3642,1,6,0
6.8,17200,16127,144896,221,612027,52,3520,1,7,7.2,17133,12201,125792,245,372956,39,4688,0,7,0
7.0,15913,9915,134684,223,162852,68,2074,1,3,7.0,14540,8648,141331,216,894519,72,2510,0,1,0
7.2,17799,15543,140217,229,321746,42,3329,0,6,7.0,17202,12030,126237,193,409369,56,3622,1,8,0
7.0,15733,14965,112366,210,443598,44,3248,0,6,6.8,18057,18452,134276,209,774461,59,2082,1,10,1
7.0,14098,9884,95303,171,305872,52,2033,0,3,7.4,18635,16385,126098,264,305027,44,4840,1,8,1
6.8,14762,10853,129042,223,224973,52,1367,0,2,7.0,16859,13944,133817,211,269158,64,3189,1,7,1
10.8,47017,66745,229487,251,456836,32,3632,0,33,10.8,46367,54666,193124,216,2934767,12,3342,1,40,0
6.8,18015,18916,133806,224,390569,52,2840,1,10,6.8,15284,13592,125972,162,191376,64,4384,0,5,0
6.4,20473,16709,129301,185,200224,53,3945,1,13,6.6,19033,16902,110788,208,330910,42,4288,0,12,0
7.0,16731,13261,123129,254,516624,44,3046,1,5,7.2,17190,12939,139813,212,283611,68,3575,0,7,1
7.0,15789,10544,151613,230,329099,54,2644,0,2,7.4,18243,15792,134493,225,209415,56,4363,1,10,1
7.4,20074,16930,149488,253,129387,60,4424,1,9,6.2,13790,12636,111037,174,409781,55,2380,0,2,0
6.6,17388,13831,119529,191,255939,40,1863,0,9,7.0,17339,15150,104504,174,334898,40,3739,1,9,0
7.0,16237,12880,124100,230,359228,44,4502,1,6,6.6,14203,11687,112478,233,275428,27,2568,0,3,0
7.2,18043,15479,152569,271,103922,46,1783,0,6,7.0,16933,12972,126362,197,486936,52,2112,1,7,1
12.0,41841,80913,156828,118,199619,0,8681,1,36,10.8,34818,45484,108477,91,816274,0,3193,0,20,0
7.0,18508,13647,122751,244,160207,44,4443,1,10,6.4,14006,10458,108489,186,302210,46,2386,0,1,0
11.2,37072,53066,117684,98,713075,0,5337,1,29,10.8,34991,35417,89717,88,206331,0,5741,0,17,0
6.6,15343,13819,92167,200,417148,40,1773,0,6,6.6,16352,11863,111943,209,318033,44,6077,1,6,1
7.0,17483,15201,108845,229,388616,38,4478,0,8,6.6,17005,14984,122314,210,166609,52,4645,1,7,1
7.0,17923,15297,132998,212,366963,48,1673,0,10,6.6,14758,14725,102736,202,220707,44,1328,1,6,0
7.6,16053,14766,163108,225,320511,82,3878,0,3,7.2,17226,14115,143980,230,271187,60,2506,1,6,1
10.6,35621,47904,110453,113,346248,0,10201,0,18,10.0,32995,30518,99359,105,422864,0,3845,1,13,1
6.8,17109,16231,140275,221,294659,52,2374,1,6,6.6,14812,14478,111973,187,247031,51,2687,0,5,0
6.4,14289,7853,100533,184,275014,48,2934,0,3,7.0,17172,10963,100902,202,391973,52,3457,1,7,1
10.8,37111,46085,105190,89,459119,0,5431,0,24,11.4,38855,65864,131780,103,447435,0,8465,1,28,1
11.2,38968,47537,108127,101,469086,0,7218,1,30,10.8,38598,49886,122419,94,353312,0,1613,0,24,0
6.8,15354,16419,118168,216,362462,52,2084,0,5,6.8,16894,17226,111606,180,585026,40,3534,1,10,1
6.8,15304,13588,114106,214,568217,32,1824,0,4,6.8,19758,18410,186037,243,306721,42,5243,1,12,1
7.2,18246,12107,130380,245,300549,51,1681,1,8,6.8,16543,15113,114550,206,434567,48,2043,0,7,1
11.6,44411,70910,146265,116,428787,0,2411,1,37,11.6,38727,57986,121484,88,741200,0,4947,0,31,0
7.2,19016,19590,147639,230,258797,60,4706,0,10,6.4,14668,13404,205153,206,320133,48,2878,1,3,0
7.0,16907,17473,132146,200,540295,57,2977,1,8,7.0,17962,16361,131350,178,314790,48,2827,0,8,1
6.6,17225,17488,129665,236,451828,48,3600,1,6,7.4,19617,19716,151292,221,248381,63,4107,0,12,1
7.2,17991,12226,149124,259,371830,64,1936,1,6,6.4,14400,14419,124031,217,399814,55,2455,0,2,0
7.0,17029,15939,130922,213,372983,52,3859,1,7,7.0,15865,14665,126065,217,341855,47,2205,0,6,1
6.2,15986,12455,124532,212,277534,47,2481,1,6,7.2,18270,16086,153178,237,276668,67,2230,0,10,1
11.4,36580,43017,111523,101,518487,0,5405,0,28,11.0,37419,54934,134136,116,562709,0,2919,1,26,0
6.8,15142,12024,111043,177,449246,44,2912,0,5,6.6,13767,8466,97840,169,246058,44,2732,1,3,0
10.4,33494,31080,93052,86,400430,0,3019,1,15,11.2,37964,48303,117125,110,335210,0,7279,0,28,1
7.0,15386,12295,119783,199,359094,53,3626,0,3,6.8,15346,11989,128206,191,290978,58,3081,1,6,0
6.8,17884,12313,123041,216,294632,51,3469,1,10,6.6,16859,16301,127233,195,176920,52,3739,0,7,0
6.8,18493,14446,136101,221,505257,60,2303,1,9,6.6,13251,9941,100900,228,221268,44,2586,0,0,0
6.8,15053,14514,130555,214,271949,52,2453,0,2,7.0,16439,13031,122008,232,393474,44,2839,1,6,0
7.2,21431,20451,155680,214,298895,52,1686,1,15,6.6,15102,12808,90447,145,247182,34,1857,0,7,0
6.8,16511,12622,121803,237,264015,44,2881,1,6,7.0,14746,8857,123761,227,330789,56,2456,0,4,0
6.4,15843,16544,122158,201,300998,40,2288,1,5,7.0,17144,13951,126125,176,322415,54,2569,0,11,1
7.4,18511,16081,150943,265,232515,56,4266,0,7,7.0,16019,10587,115852,198,198592,58,3279,1,5,0
6.8,14782,9388,120208,208,274566,51,2522,1,3,7.2,15063,15225,151409,239,189683,72,2773,0,2,1
7.0,19800,17808,155512,260,344561,60,1915,1,9,7.2,16956,13263,118325,219,929751,64,2696,0,7,0
7.2,20250,20079,127128,219,357614,40,2585,1,15,6.2,15565,15365,122487,193,260279,44,3145,0,4,0
6.8,16889,14400,123169,206,348561,48,1784,0,6,7.0,18708,12838,137122,230,335991,59,3033,1,9,1
6.2,16251,16249,92895,141,193749,48,2141,0,8,6.8,18854,23487,121788,175,298029,40,5224,1,14,1
6.2,14912,15118,111488,154,383376,44,1682,0,6,7.4,23290,21566,165135,238,282944,51,6505,1,15,0
6.8,16003,13310,102137,175,304336,55,1883,1,6,7.2,19788,22148,142878,229,244380,52,4708,0,13,1
6.8,16018,15847,122823,176,479775,48,883,1,7,7.0,17510,17534,136736,222,101191,56,2045,0,7,0
6.8,15750,16378,116092,187,440526,48,3010,0,5,7.4,20111,19378,134530,233,218066,46,1366,1,13,1
6.8,15425,12518,123075,216,398661,52,1760,0,5,7.4,19110,15805,141315,211,426032,72,4905,1,10,1
7.6,15768,9921,167459,231,1179764,99,5213,1,3,6.6,14615,11663,119949,205,215237,36,4350,0,3,0
7.4,17228,11974,148529,219,419249,63,3233,1,7,7.2,16678,12503,160141,260,999942,72,2623,0,6,0
7.2,17493,14958,146547,227,607334,60,2868,1,9,6.8,15440,14128,142509,197,138399,68,4280,0,3,0
6.8,15706,15375,113260,178,579159,52,1516,1,6,6.8,16819,14759,142885,239,306926,52,3229,0,7,0
7.4,19512,16920,149868,268,251887,58,2447,0,11,6.8,16494,15552,140728,223,219718,58,3223,1,7,0
7.0,16275,11837,112071,214,392649,40,3640,0,7,7.2,16932,14509,134639,230,359343,54,3112,1,6,0
7.0,17259,11455,157217,246,524958,69,2069,0,5,7.0,17125,11676,123365,229,650452,58,3620,1,6,1
6.8,14207,10443,126102,193,1043696,68,4037,0,1,7.4,19559,15621,158547,210,212233,68,1764,1,13,1
7.0,16828,11391,128988,214,344960,68,1788,0,4,7.0,17080,15192,131297,217,437587,58,4445,1,7,1
7.0,15525,14720,99222,189,350912,40,3450,0,6,7.2,16533,13662,126528,223,302426,48,3143,1,5,0
6.6,15377,10600,112549,208,230603,48,1342,0,4,7.0,16056,10481,113180,198,188594,52,2496,1,7,1
7.0,17957,18931,127417,212,377294,56,4447,1,7,7.2,18265,15714,166607,243,385611,59,470,0,8,0
7.0,16991,15226,133051,219,238339,56,2356,1,7,6.8,15221,11946,112301,171,301508,53,3346,0,5,1
6.8,17036,11471,137197,216,160101,60,3056,1,6,7.0,17271,15048,118886,244,286811,44,5746,0,6,0
6.8,16850,13717,127702,207,627021,60,2650,1,7,6.8,16584,14737,136800,212,549544,51,3109,0,9,0
7.2,16895,14542,137337,201,177760,68,2000,0,7,7.2,18847,17386,123843,205,255023,52,3687,1,11,1
6.8,15160,18396,121380,189,811893,52,2640,1,4,6.8,19148,17509,119140,217,504129,48,2363,0,12,1
6.4,16171,11707,113373,162,201629,52,2991,1,6,7.0,17578,16280,152353,235,215922,64,2268,0,6,1
1.0,3070,1259,3338,0,6275,0,1070,1,1,1.2,2680,702,3831,1,17372,4,180,0,0,1
7.2,15781,13309,124108,217,357065,51,3626,0,5,7.0,17863,12467,128576,262,304460,44,2698,1,8,1
7.4,17290,17914,122288,211,226634,52,3350,1,9,6.8,14694,10075,107377,181,368593,60,1754,0,3,0
7.0,16887,12790,122252,230,241046,48,1597,1,6,6.6,15783,10249,126783,254,577908,52,1358,0,3,0
6.8,16745,13422,113774,192,541362,39,2100,1,8,7.0,15968,14113,144621,186,371693,70,2833,0,6,1
6.4,16715,20279,118906,210,418438,44,1710,0,8,7.0,18701,16461,137490,196,502790,60,3586,1,11,0
6.6,15632,17449,116892,178,412644,51,2257,0,7,7.6,19107,15998,122344,216,376706,52,4952,1,11,1
6.8,16302,14742,118793,186,327249,43,2366,0,8,6.8,16010,16140,130584,210,310788,60,2525,1,6,1
6.6,17822,11413,115728,226,358126,44,4857,0,8,7.4,18442,14540,142004,205,235133,68,3892,1,10,0
6.8,14873,10319,128924,221,122219,60,3373,0,1,7.6,17562,14191,148765,236,477076,72,5412,1,6,1
6.6,15641,16926,121094,207,325707,48,1841,1,5,7.2,18068,17854,138803,193,449380,60,4068,0,10,0
7.0,19084,16811,128377,199,764205,52,3514,1,11,6.2,13987,13678,109156,208,302955,48,2387,0,2,0
6.8,19263,16986,119223,191,353469,48,3108,1,11,7.2,18025,17687,124886,222,453922,36,5345,0,8,1
7.2,16311,9744,123799,219,271320,52,3246,1,5,7.0,17401,12674,151765,241,226662,56,1971,0,7,1
7.0,15093,6812,127744,223,259093,60,3493,1,2,6.6,15256,8447,111848,239,72405,32,4456,0,3,0
6.4,16852,14356,131175,174,236434,44,3252,0,7,6.8,19472,16565,127347,218,217578,48,2182,1,12,0
6.8,14745,14439,116601,185,342693,55,3255,0,4,6.8,17783,14303,153365,238,293440,52,4163,1,6,1
7.4,21760,21061,155317,238,256436,50,4000,1,15,6.8,17098,18111,106777,186,336386,43,2903,0,10,0
7.0,15374,13573,128498,187,586719,59,4029,0,5,7.2,18430,15257,140388,216,296488,52,6560,1,7,1
7.2,17324,14167,126091,209,101633,60,5199,1,8,7.0,17612,12089,131800,256,293588,56,3792,0,8,1
7.0,16956,15841,124325,215,148659,52,3211,1,7,6.8,17215,16781,121089,203,417458,56,1460,0,8,0
6.6,16314,15832,116430,205,650954,44,2479,1,7,6.8,16526,15988,110809,193,459140,40,3596,0,7,1
7.0,16645,13968,110075,226,190373,48,1805,1,8,7.2,18609,15863,122028,228,342821,51,4159,0,9,0
7.2,18516,14522,120033,197,339967,52,2266,0,11,6.8,19605,16265,124975,219,443305,44,4969,1,12,0
6.8,16768,16806,138524,188,443717,52,3013,1,7,6.6,15242,12299,118150,194,316432,56,3362,0,3,1
6.8,16437,14192,116327,228,292389,36,2192,0,6,7.0,17466,14882,114663,189,396734,52,4311,1,8,0
7.2,19544,15626,129308,221,235536,52,1694,0,10,6.8,15295,11445,116667,189,249235,48,1975,1,6,0
6.8,17713,15652,123453,233,370281,52,1393,0,9,6.8,16700,13539,125588,216,287144,40,2835,1,7,0
7.6,20270,15998,152793,223,280772,61,4635,1,14,6.6,14290,11479,103854,172,146683,40,1210,0,3,0
6.2,15307,13850,118183,175,254836,64,1587,1,6,7.4,18418,15425,144693,220,919255,67,1853,0,9,1
7.2,19412,17374,137860,208,383455,61,3572,1,13,6.8,17241,11674,110257,210,230696,44,3926,0,6,0
7.2,17958,15186,121057,230,357739,47,2313,1,12,6.6,13259,11094,106291,180,145567,52,1624,0,1,0
6.8,16502,10971,122655,218,353206,48,3262,1,5,7.0,15315,13552,130515,200,438286,69,2940,0,3,1
1.0,2500,0,1652,0,8224,0,0,0,0,1.0,2500,0,72,0,4194,0,500,0,0,0
7.0,15830,12198,124296,241,677374,44,4040,0,3,7.2,15934,11249,143471,253,220825,52,2274,1,4,1
6.8,16260,12687,116056,200,226438,44,2660,1,6,6.8,16685,10249,129676,228,80946,52,3215,0,6,1
6.6,14282,12045,120395,207,567361,56,1117,0,2,7.4,18168,16461,130179,211,294712,51,6873,1,11,1
6.8,15502,14042,131609,218,369609,56,2097,1,3,6.8,15123,13020,109421,214,299019,40,1708,0,5,0
6.6,17378,16485,137099,206,241394,64,2443,1,7,7.0,17868,16633,107671,226,337441,24,3518,0,9,1
7.2,18234,16409,130162,236,484078,47,2694,0,9,7.0,18541,18127,118531,180,356575,60,2361,1,11,0
7.0,15416,15474,129773,228,1193405,40,3531,0,3,6.8,14058,9450,124083,208,123522,67,2093,1,2,0
7.0,15295,15706,120753,196,211336,52,2305,0,4,7.0,17720,13946,110926,195,468627,43,2790,1,11,1
6.8,13636,13504,104359,197,320936,44,2776,1,1,7.0,16290,12292,113826,210,237466,44,3940,0,8,1
1.0,2500,0,1998,0,1119,0,500,0,0,1.0,2620,352,2670,0,3303,4,120,0,0,1
7.4,16811,12437,124567,209,602478,52,5231,1,7,7.0,14520,13141,128240,199,199923,56,2005,0,2,1
6.6,17229,15722,120713,217,337513,48,3669,1,6,6.8,16671,13032,107607,214,371167,36,3606,0,6,1
7.6,19996,19596,148865,232,381745,64,3731,1,14,6.6,14467,14246,108044,144,502337,52,2287,0,4,0
7.0,17888,17077,120586,220,839930,52,1863,1,11,6.6,16338,15960,118242,203,227643,42,1798,0,5,1
7.2,18236,12408,117625,192,304697,52,4916,0,8,6.6,14551,11145,139024,225,330717,68,2176,1,2,1
6.6,17760,19186,123967,204,447418,52,2265,1,9,7.2,16943,16901,100747,186,222540,36,3168,0,10,0
6.8,17214,16658,133789,164,244695,64,1964,1,9,6.8,19460,14626,141852,233,205033,52,3415,0,12,1
7.2,19216,17548,151993,224,345460,51,4411,1,11,6.4,14287,13978,103964,206,287170,38,2437,0,2,0
6.8,16657,14942,126698,199,280183,51,2232,0,8,7.4,20407,18419,163383,210,450752,84,4881,1,13,1
6.8,13877,9524,125184,187,641593,60,1617,0,1,7.0,16309,11011,130564,224,366499,60,1624,1,5,1
7.0,18278,13947,140422,224,558736,64,3818,1,8,6.6,14445,10136,113279,233,427988,40,2225,0,2,0
7.2,15784,14557,127575,214,320479,56,3749,0,4,7.0,16861,10622,122985,227,134723,44,3956,1,8,0
7.0,16581,10838,129062,244,274624,56,4951,1,5,7.0,15964,11784,134578,222,321362,52,3244,0,5,1
6.6,16380,13372,136959,176,358754,60,5340,0,3,7.2,18981,15670,134785,229,469412,51,3401,1,11,1
11.4,39175,59038,120321,95,300828,0,2710,0,31,10.8,36599,40162,102886,108,426359,0,2509,1,22,1
7.2,18627,15909,126507,232,331840,43,3637,1,9,7.0,15542,12113,140376,237,437871,64,2607,0,3,0
7.4,17291,16612,112084,182,471062,44,4956,1,8,7.2,16862,15395,126589,195,601437,56,2332,0,8,0
7.0,17343,14678,155009,224,298696,76,4163,1,6,7.0,16112,11632,133550,232,150245,56,4612,0,5,1
6.8,17911,15275,115359,191,313858,48,1481,0,9,7.0,18393,15116,114552,228,297193,36,2933,1,8,1
7.6,19373,13085,127218,246,320834,58,3828,1,11,6.4,15122,12714,118730,197,332453,48,2717,0,4,0
7.4,19460,15045,135583,218,361564,64,5930,0,10,6.6,15705,10509,123952,229,291693,44,3855,1,3,0
7.2,18781,15555,155727,233,1039130,72,2316,1,10,7.0,16251,17339,127972,221,503343,48,2941,0,7,0
6.8,17312,14816,121358,206,484051,58,3052,0,7,6.8,17479,13002,132470,217,424204,62,3269,1,6,1
7.4,15502,11689,100539,231,245583,48,4827,0,5,7.0,15040,10137,117925,209,295323,48,4070,1,4,1
7.2,17269,14899,128133,197,355528,55,2034,1,8,6.8,15802,11674,107408,202,192281,43,3572,0,6,0
7.4,20697,20576,139123,252,207242,54,3087,1,15,6.6,14843,12119,102776,185,313433,52,2003,0,3,0
6.4,18170,18513,102799,151,528618,41,3715,0,12,6.8,20279,22852,131882,205,121145,38,3341,1,17,1
7.6,20536,23826,130824,217,438388,44,4737,1,16,6.6,16143,15381,104024,191,232431,40,1428,0,7,0
6.4,16750,14953,116450,171,195385,49,2515,0,7,7.2,19305,19775,124606,226,834633,54,3750,1,12,1
6.6,16284,13604,121397,210,195352,43,834,0,6,7.2,19169,17809,161401,210,213149,76,4024,1,11,1
7.2,20840,15729,175755,244,964391,86,2789,0,12,6.6,15841,11557,127326,184,292903,50,2631,1,8,0
6.8,16628,12374,124280,227,192257,52,2463,1,6,7.2,15563,10940,149829,231,136935,80,953,0,3,0
7.0,15303,14263,103614,193,341580,48,4333,0,4,6.6,16806,15182,96863,179,198640,36,2641,1,9,0
6.4,16461,10992,111780,191,387334,38,3956,0,7,7.0,18215,15156,124374,214,272953,44,5545,1,10,1
7.0,18418,19366,149005,181,426000,68,2598,1,10,6.6,16324,14637,124007,183,248041,40,1534,0,7,0
7.0,14507,11310,126432,214,273405,54,3007,0,2,7.4,21448,18155,151677,263,420668,51,2313,1,13,1
6.8,15437,9493,129651,213,230866,60,5487,0,2,7.2,15796,10046,140891,248,182086,68,4936,1,3,1
6.6,14068,10597,121268,203,117310,52,2218,0,1,7.0,16669,12551,131941,243,1097723,56,1769,1,6,1
6.8,19367,16659,109523,181,438843,44,6281,1,13,6.8,16836,19594,115522,190,218727,48,1026,0,10,0
7.2,18316,15515,162046,218,500191,65,5396,1,7,6.6,14203,13750,100342,191,397441,44,2993,0,3,0
9.4,33078,36247,175533,233,693864,20,3728,1,12,9.6,32138,27503,172968,245,649846,4,2538,0,10,0
6.8,15909,8691,117265,226,331735,58,2309,1,5,7.0,15428,13214,126546,188,231969,58,4363,0,6,0
6.6,14235,12782,116971,201,156133,52,2205,0,2,7.0,17509,12416,121500,232,287634,52,2654,1,7,1
6.8,15465,14551,133895,218,209334,58,1900,0,4,7.0,17382,14380,155022,245,332395,60,3447,1,6,0
7.2,17356,16521,127150,211,479162,52,2671,0,6,7.0,19126,17147,159630,225,298863,64,3841,1,11,1
7.2,17922,15747,121157,208,131521,47,3437,1,10,7.2,19562,15233,143154,220,366082,43,4747,0,10,1
7.4,20484,15218,132155,271,339464,48,7949,1,9,6.2,12734,7696,98745,180,534219,44,1504,0,2,0
9.8,38794,51653,189751,214,493762,20,3769,1,23,10.4,39433,38381,184711,202,583403,13,4113,0,25,0
7.0,16217,11598,135447,249,440339,52,4577,1,4,6.8,14304,9146,111731,235,309024,52,3074,0,2,0
6.8,18610,21248,124848,191,445760,40,3065,1,14,6.4,13662,13157,103116,172,322372,44,2872,0,2,0
10.4,34165,33020,94177,101,182521,0,2725,1,16,10.2,33724,21459,103941,126,327036,0,2904,0,13,0
6.8,16732,11099,110137,212,399352,39,2762,1,6,7.0,18048,14233,129720,247,291183,40,2418,0,8,1
