blue_average_level,blue_total_gold,blue_totalDamageDoneToChampions,blue_totalDamageDone,blue_minionsKilled,blue_timeEnemySpentControlled,blue_jungleMinionsKilled,blue_currentGold,blue_first_blood,blue_champions_killed,red_average_level,red_total_gold,red_totalDamageDoneToChampions,red_totalDamageDone,red_minionsKilled,red_timeEnemySpentControlled,red_jungleMinionsKilled,red_currentGold,red_first_blood,red_champions_killed,blue_win
6.4,15033,12701,111173,199,308858,44,3483,0,4,7.0,18859,15841,133225,241,369561,56,2244,1,9,1
7.4,18090,16985,137503,245,378045,56,2640,0,7,6.8,14549,16176,119339,170,223033,52,2044,1,6,0
7.2,16673,13036,140308,242,370289,56,5197,0,5,7.2,17080,10531,167085,233,493951,76,5900,1,6,0
6.8,15447,12025,111723,208,72665,44,3717,0,5,7.0,19373,17652,142049,224,318049,48,4528,1,10,1
7.4,19331,18166,145652,246,369288,53,2431,1,11,6.6,15223,14442,125277,217,337266,52,2728,0,4,0
7.0,15765,9511,121119,228,441895,64,3730,1,4,7.2,15221,11270,164481,227,279423,57,4771,0,1,1
7.4,16420,14358,128620,234,296751,52,2630,0,6,6.8,14333,11679,124392,223,338411,48,3653,1,2,1
7.4,15931,9770,152477,230,891774,84,2931,1,2,7.2,16355,12574,124427,230,199481,48,4210,0,5,0
7.0,17800,15401,136628,189,392327,52,2860,1,8,6.8,16396,13366,108478,214,356540,36,836,0,7,1
6.6,16092,12771,115529,189,235714,52,3667,0,6,6.8,17350,13031,137921,202,496610,60,4445,1,8,0
6.8,17192,15069,118483,206,226141,44,3052,0,8,6.8,17268,11682,134141,198,482781,68,5618,1,9,1
7.4,16988,13299,128820,219,479635,56,3283,0,6,6.8,15826,11331,136845,241,223222,56,1736,1,5,1
6.4,12766,6688,100026,176,652449,64,2561,0,1,7.4,20849,15338,131893,240,435827,51,2253,1,13,1
7.2,19286,12325,132022,222,306947,64,1681,1,12,7.2,17095,16922,136633,220,538490,56,3350,0,8,0
7.2,17834,13097,264743,223,265023,62,4429,0,8,6.8,14500,12094,99135,192,298813,36,2375,1,3,0
6.8,15810,11252,116816,207,286160,52,1670,1,5,6.6,14741,12386,121614,225,337214,56,3011,0,2,0
6.8,15479,12805,130449,201,239778,54,2784,0,3,7.0,18539,16467,131126,224,301754,42,6018,1,7,1
7.2,15851,16750,142000,218,380590,75,3841,0,4,7.0,17117,12538,122468,217,348299,48,3562,1,7,1
6.6,15926,11258,107493,199,202287,44,3481,0,6,7.2,19275,15845,143556,224,566947,60,2970,1,9,1
6.8,19001,17091,109773,184,388944,24,3271,1,13,6.6,18204,20199,111223,156,286690,50,3454,0,10,0
7.2,16625,11718,135086,239,505549,56,4869,0,5,7.0,17434,13428,142682,234,329704,59,2494,1,7,0
6.6,15049,16050,112595,192,401971,38,2004,1,5,7.0,18426,17427,139444,202,243045,58,3946,0,9,1
7.0,14742,10151,122482,223,242892,56,1317,0,4,7.0,16453,10432,137026,255,242414,57,2303,1,6,1
7.0,18481,17899,145367,212,184997,64,2601,1,9,6.8,16354,12801,132629,209,229739,60,3649,0,4,0
7.2,19284,13230,130379,211,346881,60,3314,1,8,6.6,15083,13388,116407,193,521407,56,2123,0,4,0
6.8,16402,11505,98485,204,312188,27,3292,1,7,7.0,15663,13410,141252,234,312167,56,3418,0,4,1
7.4,17056,15061,121298,190,541223,54,3822,0,7,7.4,19857,17964,124134,190,313420,36,1332,1,13,0
6.8,18259,17666,121042,202,476122,49,4864,0,9,7.0,17075,17404,137692,234,236416,50,3770,1,6,0
7.0,19597,17725,130646,191,227730,52,1452,0,11,7.0,16956,16033,141176,212,438969,51,3166,1,6,1
6.8,15004,10294,107884,207,473148,44,3003,1,5,6.6,17752,16931,121318,221,273272,52,2947,0,7,1
6.8,16780,11700,126058,229,141570,52,4300,0,5,7.0,15591,12531,137043,220,355495,67,2091,1,3,0
1.0,2500,33,33,0,8090,0,500,0,0,1.0,2500,0,1143,0,3303,0,0,0,0,1
7.2,18196,15190,132352,237,344835,63,4871,1,8,6.6,15200,17215,146306,230,460105,55,4285,0,2,0
6.8,18328,17477,148356,197,1028156,68,2553,1,12,6.8,18942,18483,139151,199,335368,47,3857,0,10,1
7.4,20046,17172,130979,229,391011,52,3441,1,13,6.6,15934,14412,110971,204,305975,44,1174,0,5,0
7.2,17716,12635,147050,205,396553,75,3231,0,8,7.2,16127,13193,143590,228,510476,64,2372,1,4,1
7.4,16904,15742,138994,214,414411,56,2164,1,8,7.2,15951,13518,137935,243,295257,44,3171,0,3,1
6.8,17028,11610,133662,222,651800,64,2038,0,5,7.0,16968,11186,138616,217,421298,56,4178,1,5,0
6.8,18201,13460,125004,198,240482,65,2921,1,9,6.8,18854,16772,133752,224,341905,44,2594,0,11,1
6.6,15658,14390,128374,214,572110,64,3203,0,5,7.2,17124,12209,121884,247,343595,47,2734,1,6,0
6.6,14968,13238,123808,221,279995,44,2083,0,2,7.2,17573,12472,128835,251,593683,52,2848,1,7,1
6.8,19091,16268,142256,238,339758,64,3341,1,9,7.0,16937,13720,126100,204,355762,48,4627,0,7,1
7.0,15598,10679,112023,239,199931,45,2488,1,3,6.8,15527,13903,141191,206,611551,57,2687,0,5,1
7.0,18665,17411,139978,192,630386,72,2180,0,11,6.8,17158,14003,117757,205,344444,40,1643,1,8,0
7.0,18213,14227,144665,227,148987,68,3103,1,8,7.2,18200,16050,147959,198,445642,68,3005,0,9,0
6.6,13273,13942,107714,201,384353,44,4003,0,0,7.0,17211,12835,149979,243,377676,57,3201,1,5,1
6.8,18957,16007,153370,224,134803,72,4317,1,9,6.6,15381,8785,115737,185,242351,56,2381,0,3,0
6.6,16600,15116,119342,191,347886,50,4455,0,6,6.6,18210,15590,117568,191,279215,39,2935,1,12,1
7.0,17634,16512,152231,219,534417,64,2419,1,10,7.0,15783,14466,112114,192,375412,56,3323,0,4,0
7.0,15701,12476,124463,209,220726,56,4477,0,5,7.0,16888,16012,143679,214,395881,72,5333,1,5,1
7.2,16208,12582,132601,217,318780,62,2108,0,6,7.0,15285,11996,120021,216,434225,58,3860,1,4,0
6.6,16419,14103,122385,247,150445,44,4164,0,6,6.6,17578,14312,130691,211,464189,52,5023,1,10,0
6.8,17162,12459,123451,225,426273,52,2972,1,5,6.8,16665,14144,143288,230,363595,53,2690,0,5,0
6.8,17029,12499,131432,225,392491,48,3769,0,7,6.8,17801,14851,131800,226,309271,48,2961,1,7,1
6.2,15553,12954,113259,189,406760,44,1328,1,6,6.6,15013,11369,126834,210,362781,60,3148,0,4,1
7.2,18603,20667,118185,197,223837,45,5433,1,12,6.4,15171,16761,107984,190,324914,36,2466,0,5,0
6.6,14974,14849,116857,203,232794,51,2394,0,5,7.4,20880,21019,138025,215,354850,39,5845,1,14,1
7.6,18091,13945,147600,271,277066,64,4201,0,5,7.2,15573,11298,122171,180,508836,52,2768,1,6,0
7.2,19502,17280,138765,231,214892,63,3317,1,9,7.0,17007,12439,124561,225,487979,52,3202,0,5,0
6.6,15639,10829,114549,190,263082,44,2279,0,4,7.6,20604,16234,158186,237,255057,60,3124,1,13,1
7.0,17511,15166,112339,190,336712,55,2941,1,9,7.0,17228,13601,139451,232,374431,52,2008,0,7,0
6.8,17360,13971,125109,220,230351,60,3215,1,9,7.2,18406,17961,146808,232,752397,68,4456,0,9,1
6.8,17307,13473,137848,234,178403,52,4132,1,8,6.8,14717,10806,121929,200,372377,52,4007,0,2,0
7.2,20512,17773,138886,233,354125,48,1022,0,13,6.0,14873,9943,90534,196,283219,24,2888,1,3,0
7.0,16650,12205,162573,281,210195,71,2765,1,3,7.0,13724,6589,95548,226,265479,44,3999,0,1,0
6.6,16140,12873,136668,219,407613,52,4370,0,5,7.4,19499,16308,126770,206,268704,56,3409,1,11,1
7.0,20399,21184,123128,199,469325,36,1149,1,15,7.0,16098,19414,116658,191,713292,56,3648,0,6,1
7.0,15482,13028,134512,226,426201,55,3037,0,4,7.2,17837,16577,154517,221,251901,64,2247,1,7,1
6.8,17465,19588,138384,228,323553,54,2720,0,5,7.2,18851,13914,140933,218,300144,58,7426,1,8,1
6.6,17003,17936,130836,221,261520,50,2793,0,6,6.6,18322,17300,125133,199,565549,46,4832,1,10,1
7.0,19137,17404,123857,219,337542,40,5702,1,10,6.6,16444,15904,117450,188,394612,48,1964,0,7,0
6.8,15778,15995,131071,177,216057,56,4373,1,6,7.2,17033,15173,126441,234,469522,56,4668,0,6,1
6.6,16192,14764,124433,206,420374,48,3352,1,4,6.4,17097,14553,108605,177,346390,52,1422,0,7,1
6.8,19274,22590,135740,186,316976,61,2764,1,12,7.0,17597,19790,116000,210,352911,42,4597,0,9,0
7.0,18718,21091,128619,210,406832,42,4223,1,10,6.6,15421,16633,131065,207,585580,44,771,0,4,1
6.8,17622,15479,121046,202,430359,44,2937,0,9,6.6,17143,15830,135166,195,365264,50,3728,1,7,1
7.4,18114,15136,129717,233,561154,59,5379,0,8,7.0,17624,14534,142963,227,375285,56,4179,1,6,1
10.4,39889,51343,194181,234,945046,16,3909,1,27,10.0,41662,55063,224878,237,633105,24,2657,0,24,0
10.2,47211,54201,271958,248,814290,24,2721,1,33,10.8,41352,40554,213311,219,776133,39,6622,0,28,0
6.8,16401,17635,111001,190,341090,40,3311,0,7,7.0,17287,12772,135272,214,217416,52,3327,1,9,0
6.8,14534,12372,109229,224,156944,36,2129,0,3,7.4,17475,14913,135798,222,198884,68,3170,1,7,1
6.8,17636,15546,130903,219,499304,52,2331,1,6,7.4,17068,18815,131269,224,494714,47,3773,0,9,1
7.0,16166,12970,116842,201,296371,51,2416,0,5,7.2,16650,15566,123592,216,608638,56,2170,1,6,1
7.0,15438,9952,121005,197,517167,69,4363,1,3,6.6,14605,14506,129121,253,452986,56,3710,0,0,0
7.0,16561,12700,139414,234,399663,52,2826,1,6,7.2,17816,16993,159476,237,396738,60,2661,0,7,1
7.2,16229,12314,113598,213,338071,52,4359,0,6,6.8,16104,13921,124820,193,446650,66,2479,1,5,1
6.4,16260,18560,112853,192,378576,48,2095,0,7,6.6,17687,19886,120618,184,441327,40,4032,1,8,1
7.0,16348,22361,125355,203,396883,52,3723,0,8,7.2,18797,21143,141025,217,415458,43,2162,1,13,1
7.0,16086,13560,113536,229,202646,42,1766,0,6,7.2,16925,13544,122835,219,472745,48,2525,1,7,1
7.4,20559,20699,143324,216,539570,56,4149,0,17,6.2,16914,14383,137518,201,307447,51,1789,1,6,0
6.8,16686,13051,129721,221,371563,48,2296,1,6,6.4,14235,12010,116297,194,397958,52,1735,0,4,0
6.8,16916,14340,134030,198,283828,62,1711,1,6,6.6,16137,13073,125751,211,313748,60,2977,0,4,0
7.2,15976,9482,138261,244,222616,68,3611,1,3,7.0,15988,11273,146272,237,355190,56,1558,0,4,1
11.0,36491,55726,119394,110,144370,0,2111,0,26,11.8,42447,66590,144107,113,460086,0,8612,1,40,1
7.0,18079,14091,139424,232,633264,60,1919,1,8,7.4,17098,11977,158235,245,628103,76,2773,0,4,1
7.4,19726,17673,133616,214,583100,46,1896,1,14,7.0,15945,13564,120863,173,239170,59,2785,0,6,0
7.0,19187,15349,113814,189,261163,52,5127,0,11,6.8,18251,18332,133228,231,309049,44,2226,1,11,0
7.0,16914,14517,127235,198,340835,61,4654,1,6,7.0,16292,13338,119027,197,459929,48,3797,0,6,1
7.0,14706,13934,119850,180,349061,58,2821,0,4,7.2,17936,16559,128267,210,431915,56,2591,1,11,1
7.2,18949,18431,207745,201,530456,47,1919,0,12,7.0,17727,17337,115066,231,192519,32,4662,1,10,0
7.2,19203,13025,150967,224,705322,80,3993,0,5,6.4,15459,12189,109030,174,218511,48,1414,1,5,0
7.2,18739,15012,120142,239,222588,48,4259,1,10,6.8,16125,15459,134244,206,104635,55,4490,0,6,0
6.8,17104,11468,137405,228,264193,56,1699,1,6,6.8,17518,13471,114017,216,321483,48,2938,0,7,0
7.2,19747,16859,139740,207,572667,60,2582,1,10,6.6,16044,16671,134677,218,1223576,51,4554,0,4,0
7.2,17357,12929,150066,244,471131,68,4812,1,7,6.8,14890,11139,125511,215,188667,48,2965,0,2,0
7.0,16870,14016,124177,196,258540,44,2195,0,7,7.0,17910,15386,125948,224,248882,48,3500,1,9,1
6.6,13171,9822,108222,199,455330,44,1941,0,1,7.0,16386,13756,139330,217,391406,50,1506,1,5,1
7.2,15835,11276,138979,247,964614,64,3255,0,3,7.0,16901,13600,135466,229,435751,52,870,1,7,1
6.8,17724,14668,131201,221,378156,48,2989,1,7,6.6,17920,13815,115095,208,722779,52,3890,0,8,1
6.8,17402,14927,129357,218,418855,55,4337,1,8,6.8,15855,12001,126832,197,387540,60,2620,0,4,0
7.4,19730,17316,143075,226,529812,60,1850,1,14,6.2,13961,14704,121909,197,179892,52,2021,0,2,0
7.0,16057,13952,126673,212,393958,59,3037,0,4,6.4,16191,12134,124088,243,296207,40,4211,1,4,1
6.4,17181,15905,114502,176,456189,56,3736,0,7,7.0,18225,17119,119907,230,253482,36,3465,1,9,1
7.4,19217,13591,128127,243,501778,44,4557,1,10,6.8,15927,14720,111847,195,127277,40,1262,0,5,0
7.2,17236,14618,123204,208,422131,55,1251,0,9,6.8,16024,13441,100128,185,163174,40,3424,1,7,0
7.0,18026,14488,160962,234,283278,58,1601,1,7,6.4,13540,8007,117810,188,317133,52,2005,0,1,0
10.8,36792,44275,116221,111,458892,0,1192,0,23,11.0,38622,56095,119295,102,475406,0,5977,1,27,1
6.6,16150,16403,122192,206,471557,43,1905,0,5,6.8,16976,16221,93687,212,207052,32,2181,1,9,1
10.6,40905,37592,183007,199,445459,23,4660,0,24,10.4,39448,42697,205189,193,608819,60,5678,1,23,1
7.0,17128,13509,125628,176,371729,56,2093,1,8,7.0,18656,16719,150653,225,391128,56,3651,0,12,1
6.8,16447,14418,115365,200,510583,40,3907,1,8,7.2,16824,12904,125257,193,1181877,52,2109,0,8,1
7.2,19137,13291,160678,261,549474,60,4957,1,8,6.6,14780,11751,126506,226,343263,56,3385,0,2,0
6.8,15674,11329,133845,217,229877,60,2489,0,3,7.0,16988,12498,114259,193,387108,48,4828,1,7,1
7.0,16621,12317,150582,223,310286,68,3446,1,5,7.0,14841,9459,124199,241,324047,64,2781,0,2,0
9.4,35772,42348,156117,185,540599,12,2802,1,19,10.8,43564,69659,241784,249,703154,28,11801,0,31,1
10.8,43042,57286,248640,221,815186,71,3872,1,33,10.2,39257,44158,161164,188,360130,16,6566,0,25,1
9.6,34368,32394,144218,208,436758,4,6208,1,15,10.2,40313,52256,211565,200,688721,36,8903,0,29,0
10.8,35332,43231,110704,108,278190,0,1127,1,22,11.0,35883,37814,104806,126,591492,0,3908,0,21,1
6.8,19341,12811,144368,241,384557,48,5111,1,10,6.4,14495,11399,114280,188,334387,52,2260,0,3,0
7.2,20078,23251,112779,184,637349,44,2853,0,14,7.0,17999,18338,114867,187,414550,48,4259,1,12,1
11.2,37965,48536,126086,112,455748,0,2085,1,30,11.2,37810,55948,128627,111,554176,0,2555,0,24,0
7.0,16492,12793,107059,177,387712,44,2472,0,8,7.4,19398,21822,147117,238,244803,60,5373,1,9,1
7.2,19108,16284,138629,217,517135,59,2618,0,8,6.6,15139,14551,99752,191,345049,41,1679,1,6,0
6.6,14838,12866,112585,202,437741,40,2973,0,4,6.6,16661,12259,119426,226,376491,48,4191,1,6,1
7.2,18888,16517,140968,232,312890,64,2823,1,8,7.2,15554,13262,133129,201,601366,72,944,0,4,0
6.4,14350,10500,112660,201,520295,52,1930,0,3,7.4,18687,17995,143387,225,309343,56,3937,1,8,1
7.0,21733,24423,156730,193,278622,68,3307,1,15,6.4,16939,17765,102586,177,498144,40,4419,0,8,0
7.2,18963,19844,127004,204,256440,44,2448,1,12,6.8,17059,19502,126534,217,315004,44,3639,0,6,0
6.4,14251,15018,116630,177,572885,52,2011,0,3,7.4,20988,18468,151868,239,617491,59,6818,1,13,1
6.8,16196,15892,115650,208,388323,44,4666,1,6,6.6,14670,11222,115247,201,364110,47,1205,0,4,0
6.8,15652,16507,119054,192,490861,52,1867,0,5,7.4,16672,15060,141468,213,401830,55,3772,1,7,0
7.0,16753,11467,140551,246,364367,60,5218,0,5,6.8,14473,10295,124738,212,351197,60,3033,1,2,1
7.4,18573,14359,243802,228,178010,53,2908,1,9,6.8,15472,13207,125736,231,436144,60,2572,0,3,0
9.4,30175,32272,67377,51,328554,0,1735,1,15,10.2,34995,48161,98089,85,179488,0,9270,0,28,1
7.0,18087,14029,134821,202,800509,66,2832,0,9,7.0,18345,16681,127413,226,226191,44,3775,1,8,0
6.8,16082,12364,128860,201,321917,55,4827,0,5,7.2,18824,18107,153540,223,411609,72,6594,1,9,1
7.0,16435,13513,127289,176,207840,49,3325,1,7,6.6,15666,13387,139210,197,263357,58,1356,0,4,1
6.8,16983,13462,101610,202,224071,40,2188,0,10,7.0,18785,17963,146180,191,935173,76,4875,1,11,1
7.0,14400,9557,142186,230,930281,72,3885,0,1,7.2,17695,14638,140359,244,276822,56,6400,1,6,1
7.0,17283,16240,136729,192,854369,70,2558,1,8,6.6,15534,13894,115353,198,517615,50,3009,0,4,1
7.2,16867,9293,121614,222,181710,56,2342,1,5,6.8,15831,8762,122673,229,154095,64,1991,0,3,1
7.4,16912,13562,124357,212,517459,52,2687,1,8,6.8,14700,8832,114980,189,331485,64,2855,0,4,1
7.2,15905,11688,131094,227,354350,52,4800,0,3,7.2,15227,18407,159381,253,537000,72,3017,1,2,1
7.2,18023,13811,130411,199,323769,60,2713,1,10,6.6,14168,12510,114136,188,327301,36,1798,0,3,0
7.2,18195,19619,131529,217,354915,52,5305,1,12,7.0,16627,18411,130260,200,327226,48,1977,0,7,1
11.6,36422,52748,135634,113,621810,0,4789,0,27,11.0,36253,56745,124329,113,358758,0,2593,1,23,1
11.2,36272,50075,117667,101,510648,0,3162,1,25,11.0,34348,44468,98745,85,725743,0,3573,0,20,0
6.8,15603,14219,128691,201,202624,48,2473,0,5,7.0,18289,16310,124522,222,368963,44,3464,1,11,1
7.0,18200,19131,128016,158,344830,60,1110,1,12,6.8,17214,17591,130806,195,280668,64,3649,0,9,0
11.8,38824,75067,132201,96,297312,0,4924,0,33,11.0,36811,49827,127819,106,570843,0,1956,1,24,1
6.8,18085,18020,144367,157,293530,68,3910,0,11,6.8,18170,14260,132239,201,269436,52,615,1,10,1
7.2,18409,14886,154493,256,895011,62,2934,1,7,6.6,14174,12306,128067,200,399737,66,3104,0,1,0
7.2,16340,14359,137875,193,529270,54,3700,1,6,6.8,14472,11119,142627,210,250729,64,2747,0,4,1
6.8,14735,7725,134255,222,348646,60,3630,1,1,6.8,17869,13770,122795,234,304836,48,4289,0,8,1
7.0,17944,18292,132454,198,269944,60,2314,1,9,7.2,17941,16262,134581,219,736309,40,2181,0,8,1
7.0,16586,9635,151142,247,900186,74,3731,0,3,7.4,16750,11572,136602,270,420665,60,4355,1,4,0
7.0,17068,16688,137008,211,821097,68,3788,0,7,6.6,17311,13135,114266,211,461833,44,2376,1,8,0
7.4,17417,11442,152670,236,367645,72,4052,1,6,7.4,15436,7554,152392,233,1183464,72,4096,0,1,0
7.4,16381,14947,124240,228,415898,48,1676,0,5,6.8,15757,8035,149135,235,1046452,76,3412,1,2,0
11.2,38705,48905,115748,110,473182,0,4585,1,28,10.8,36580,48751,115094,104,288362,0,3975,0,22,0
11.0,38355,51997,130404,106,506404,0,1665,0,25,11.0,37561,36448,102657,123,255293,0,4011,1,24,0
7.0,15326,15015,133024,185,409770,52,2616,0,5,6.8,16907,11663,118715,206,439531,52,1567,1,6,0
7.0,19829,20196,133355,208,434808,40,4889,1,14,6.8,15541,16609,115438,165,381464,52,3191,0,4,0
7.0,17172,18259,117124,200,357473,44,3157,1,10,7.0,18453,15097,139925,214,353737,51,5118,0,7,1
7.0,18041,14515,135360,240,331695,53,2741,1,6,6.6,13847,10025,90409,201,272966,34,1702,0,2,0
6.8,18383,21931,114702,207,381196,43,2498,1,12,6.8,16137,18708,107643,179,502084,44,2062,0,8,0
6.8,16178,15829,129873,201,451622,50,4168,0,6,6.8,17100,12249,130540,249,225236,48,5060,1,5,0
6.4,17411,14581,119411,197,301412,49,2376,0,8,6.4,18555,14899,131321,206,150331,54,3645,1,11,1
7.2,18232,15415,139878,225,288836,52,4967,0,10,7.0,16330,11946,139847,239,434490,64,3399,1,3,0
7.2,15772,12740,109873,194,483287,52,3827,0,6,7.4,18345,15643,137144,207,301298,64,4500,1,10,0
6.8,16322,14990,113872,207,320608,41,3107,1,6,6.8,16389,13933,118961,201,296101,42,1699,0,6,0
7.0,21626,17898,151900,232,452861,49,3701,1,13,7.0,18665,15487,123621,225,346847,50,3065,0,9,0
7.0,14517,16483,135915,188,152271,68,2282,1,4,7.0,17015,18438,155486,219,669005,60,2555,0,7,1
6.4,17833,18571,103662,179,371472,42,4168,1,10,6.8,16662,13440,111806,164,309703,48,2707,0,8,0
7.0,14657,11107,134969,193,374741,67,4542,1,3,7.0,16344,14647,133345,213,442248,60,1644,0,5,0
6.6,15346,13309,109738,168,314678,60,1456,0,3,7.4,19019,16768,127881,208,432802,48,3919,1,12,1
6.6,14806,11226,121825,212,692295,52,3466,0,3,7.0,18849,14082,136552,212,193951,60,5039,1,8,1
7.4,18469,18592,129053,219,398139,54,2329,1,11,6.6,17328,17137,121926,237,550143,46,2263,0,6,1
7.2,16584,13804,126836,198,249006,56,3779,0,7,7.0,16785,13719,132788,226,467513,60,3360,1,5,1
7.0,14652,16600,106758,207,789192,52,2262,0,4,7.2,18863,20414,138210,225,268316,48,3848,1,12,1
6.2,17001,15911,100200,165,160050,42,2061,0,7,7.0,20841,20853,142758,220,386853,50,4011,1,14,1
6.4,16019,14895,129125,206,577947,49,1344,0,6,7.2,18699,20406,126382,209,416305,44,4489,1,12,1
6.6,14840,13375,131668,198,239744,56,3770,0,2,7.0,17350,14855,114722,189,115776,52,1710,1,10,1
6.8,18309,18719,103129,190,408451,47,4119,0,12,6.4,16705,14359,111138,200,432825,48,1360,1,8,1
7.0,21299,22219,135463,183,576498,58,2994,1,17,6.8,15298,18253,116319,164,610247,52,1753,0,4,0
6.4,13436,10980,120526,199,222007,48,771,0,0,7.4,20137,17582,152444,238,545202,60,4622,1,14,1
7.0,16601,13615,122698,189,466780,60,2556,1,6,7.2,17320,16211,145957,220,335735,54,2460,0,6,1
6.8,17540,13822,122956,206,514084,40,3830,0,8,7.4,16739,15288,147167,207,361941,56,3224,1,6,0
7.4,19087,21181,132718,223,276094,43,5397,1,11,7.0,17969,18213,146249,237,457078,56,3293,0,9,0
6.4,15913,15877,122359,208,321428,36,4888,0,4,7.2,20571,17442,182785,223,331707,84,3096,1,13,1
6.6,15779,12710,110874,222,343123,46,3179,1,4,6.8,15859,11788,129742,189,323873,49,2414,0,7,1
6.8,16485,12698,114670,197,245447,48,3572,0,6,6.6,16487,12600,125136,199,258930,44,3087,1,7,0
7.6,19182,17389,152338,236,1033143,76,4778,0,9,6.6,15202,15740,103247,205,241555,28,4032,1,5,0
6.8,15006,10968,218998,226,298713,47,4741,1,3,7.4,17761,15751,169587,247,804874,72,3231,0,8,1
6.8,15711,10630,127188,170,197949,60,4971,0,6,7.0,19161,13783,131031,266,212086,44,3005,1,8,1
11.4,39162,49332,107704,99,254833,0,4812,0,29,10.8,36672,35324,100314,108,589846,0,2542,1,20,0
6.8,18404,18104,107699,179,262295,40,2214,1,10,7.2,17621,16222,121910,186,397419,59,3011,0,9,1
6.6,14344,13100,127363,216,415771,43,1549,1,2,7.4,17656,11412,136221,224,544700,64,5401,0,8,1
11.0,37487,55137,102921,81,380173,0,3062,1,28,12.0,41322,58223,130029,108,334410,0,6862,0,37,1
7.0,13626,6240,116727,214,488521,60,3481,0,0,7.2,15658,8622,163292,278,428965,76,4888,0,0,1
7.0,18511,15857,141208,235,229099,52,4401,0,10,6.6,15508,13095,114579,208,310392,60,4368,1,3,0
7.4,16929,13377,132952,227,485418,60,3539,0,6,6.8,14708,11173,129613,205,228421,60,1858,1,2,0
7.0,17514,12101,126546,235,333513,56,1184,1,5,7.0,15015,12559,141054,204,450731,72,2580,0,3,0
6.8,16043,14000,112485,177,379354,52,2368,0,8,6.4,16593,16121,111074,178,383657,32,4168,1,8,0
6.8,15382,8481,104412,237,181515,48,1942,0,3,6.8,14903,7288,130596,200,264786,64,3538,1,3,1
7.0,14541,8226,111715,213,195153,56,2466,1,2,7.2,16700,13121,152570,236,493188,73,3560,0,5,1
6.8,16107,10419,118296,235,240384,48,1772,0,5,6.8,16387,12009,156962,257,271597,60,3792,1,3,0
7.0,16834,11558,121221,218,408952,52,4419,0,5,7.2,18325,16319,136644,247,264716,56,3900,1,9,1
7.0,15650,14542,141837,221,471811,63,2595,1,3,7.4,17558,11601,157861,232,123573,72,3888,0,8,1
7.2,18174,13965,145995,244,340807,57,4769,1,8,7.0,15676,12145,132198,229,246666,58,3241,0,3,0
6.6,15702,9827,126832,191,998607,60,2717,0,4,6.8,19848,15064,133534,222,251821,47,4058,1,10,0
6.6,16105,12914,126579,173,182062,56,3735,1,7,7.2,17842,14485,144167,226,612011,68,5632,0,7,1
5.8,15005,14090,87359,164,394855,36,2895,0,6,6.8,17133,14621,109428,192,317178,44,3438,1,8,1
6.8,15083,8370,120168,228,186208,50,3978,0,3,6.8,15586,10018,125820,239,443253,60,5231,1,3,0
6.8,17514,19272,105650,169,386670,48,1854,1,11,6.8,16683,20512,107331,221,176732,39,2773,0,9,0
7.0,16403,12866,118399,225,408462,44,4683,0,6,7.4,17297,14897,141665,242,80569,67,2232,1,6,1
7.0,18875,13595,137850,233,253943,64,2990,1,9,6.6,15598,11006,130745,239,289728,47,2938,0,4,0
7.6,17527,11283,133640,223,314674,63,3637,0,8,7.2,16455,11774,126768,205,401093,72,4150,1,6,0
9.8,36146,38568,169771,223,751260,13,6406,0,13,10.0,38197,40670,196590,250,641833,19,1767,1,19,0
6.6,18183,12593,119091,222,290535,49,3488,1,11,6.6,16535,11800,122243,195,437172,53,5275,0,5,0
6.8,14913,11928,110787,196,299736,52,2403,1,4,7.0,17393,14510,157116,220,380147,60,5203,0,6,1
6.8,15550,12279,135537,227,358634,52,2515,0,4,7.0,15950,9801,130127,232,330759,48,2570,1,3,0
1.0,2545,136,2789,2,2641,0,545,0,0,1.0,2555,0,4001,1,0,2,55,0,0,1
7.4,17716,10912,130508,237,184584,52,3421,0,7,7.0,19195,16621,136638,232,401279,59,1475,1,10,1
7.2,17578,15234,125859,187,310783,52,2733,0,9,7.2,17643,20122,140991,201,271572,58,4673,1,7,0
6.6,15408,7038,117545,245,199172,40,918,0,3,7.2,16823,10577,109435,220,225869,50,2803,1,6,1
6.8,16520,14918,117868,200,467295,48,1870,1,5,7.4,17871,15712,137361,235,180427,60,3886,0,7,1
7.2,16735,13812,135029,203,397650,56,2010,1,6,7.0,16486,12048,141949,242,413111,55,4346,0,3,0
6.8,18322,15049,122434,209,383178,32,5122,0,8,7.2,19647,20303,149062,219,605202,60,2817,1,12,1
2.2,4161,1359,16350,25,100539,16,1661,0,0,2.6,4481,1482,22664,43,36048,12,1981,0,0,1
6.8,19074,14219,146071,220,541860,58,3189,1,8,6.4,14689,9429,110581,208,240238,44,1359,0,1,0
6.6,14422,13912,111713,187,331491,40,3797,0,3,7.0,18591,18944,137358,231,288716,55,5656,1,9,1
7.2,18263,15395,137098,240,318670,48,4128,1,6,7.2,16740,13205,149380,213,185115,71,3470,0,6,1
7.2,15384,9323,147702,239,423394,76,4934,0,2,7.0,16873,9769,128579,259,211102,44,2838,1,5,1
6.4,15444,13206,110023,185,417107,40,3074,0,4,7.0,18418,18434,127978,204,393255,40,1782,1,13,0
6.4,17755,14972,100209,167,242761,32,2060,0,10,7.0,19363,21570,125458,190,306889,40,5118,1,14,1
